,구분,기업명,대표자,설립년도,업종,업태,시설원예,한우,낙농,육우,양돈,양계,오리,사슴,양봉,곤충,말,제조(도매),제조(소매),"수입(제조, 도매)",수입(소매),국내(도매),국내(소매),정보통신공사 전문,우편번호,도로명 주소,지번주소,상세 주소,대표번호,FAX번호,E-MAIL,홈페이지,ICT 제품,일번 제품,총 원,관리직,연구기술직,영업직,AS가능인원
61,"시설원예, 축산",(주)팜솔,장관집,20230201,"스마트팜, 농축산기기","도소매, 정보통신",O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,39052,경상북도 군위군 의흥면 동부로 548-17,경상북도 군위군 의흥면 매성리 229,,0543839013,0536236205,must30@kakao.com,ubncorp.kr,스마트팜,"유동팬, 방열팬, CCTV",1,1,0,0,1
62,시설원예,한울테크,박현욱,20200901,농기구 농자재 스마트기기 온실시공 농업용정수기 농업용자재 보일러양액무인방제시스템제작 스마트팜온실컨설팅및시공,도소매건설업 도매및소매업 서비스업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,38033,경상북도 경주시 강동면 오금큰길 141-42,경상북도 경주시 강동면 오금리 343,한울테크,0547622017,0547622018,hutk2020@naver.com,,스마트팜온실 컨설팅및설계시공 보일러양액 무인방제 시스템제작시공 농기구농자재정수기 스마트기기,농업용 리프트 무인방제기(스마트팜 ICT 관련된 기기),2,1,0,1,2
63,시설원예,화신농건(주),신동창,19960822,"온실설치공사, 농업용기자재","건설업, 제조, 도소매",O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,12262,경기도 남양주시 경춘로 368,경기도 남양주시 다산동 668-3 브릭스타워,702호,0315690330,0315572712,sales@whashinagri.co.kr,www.whashinagri.co.kr,"스마트팜, 환경제어기, 양액기 등","온실신축공사(유리/비닐), 동력개폐기 등",7,3,1,3,2
64,"시설원예, 축산",(주)대농건설,석말임,20080618,"주택건설, 축산기기제조,축사신축, 축산기자재","건설업,제조업,건설업,도소매업",O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,O,O,X,34867,대전광역시 중구 중앙로 45,대전광역시 중구 선화동 877 센트럴뷰아파트,105동 1202호,0426367804,0422561513,jhmba@hanmail.net,,"지붕개폐장치, ICT형 냉난방기",,1,0,0,1,1
65,시설원예,에스씨종합건설(주),천기열,20010105,정보통신공사업 등,건설업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,37531,경상북도 포항시 북구 흥해읍 동해대로 1884,경상북도 포항시 북구 흥해읍 덕장리 89-5,에스씨종합건설 주식회사,0542615292,0542615293,hdrnc@naver.com,,정보통신공사 전문,,43,7,2,34,2
66,"시설원예, 축산",주식회사 탄탄코어,이상미,20171025,"정보통신공사,소프트웨어 개발 및 공급업","제조업, 건설업",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,O,16229,경기도 수원시 영통구 창룡대로 260,경기도 수원시 영통구 이의동 1283 광교 센트럴비즈타워,B118,0312707900,05043297657,smlee@tantancore.com,,지능형 사물인식 카메라,,8,4,3,1,3
67,시설원예,(주)선양,김수봉,20060613,"농자재,금속구조물창호공사,하우스골조공사","건설,제조,도소매",O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,55796,전라북도 남원시 쑥고개로 85,전라북도 남원시 노암동 293-7,(주)선양,0613817562,0613817563,ksb8800@daum.net,,스마트팜환경제어(판넬 및 제어시스템),"스마트팜골조,커텐,양액 등",5,3,1,1,3
68,"시설원예, 축산",(주)문연전기,곽창우,20061025,"전기,통신,소방,자동제어외",건설업,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,14558,경기도 부천시 조마루로385번길 92,경기도 부천시 원미동 39-1 부천테크노밸리 U1 center,925호,0326712053,0326712054,mye2053@empas.com,,정보통신공사전문,계장제어장치,14,6,6,2,2
69,시설원예,주식회사 비바엔에스,김영식,20071122,소프트웨어 개발 밀 공급,서비스,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,13201,경기도 성남시 중원구 사기막골로 99,경기도 성남시 중원구 상대원동 5469,"(상대원동, 비1108, 비1109, 비1110, 비1111 성남센트럴비즈타워2차)",025663110,05043206933,smheo94@vivans.net,http://www.vivans.net,잇츠스마트팜,,38,8,28,2,3
70,시설원예,팜스코건설(주),임점동,20160418,금속구조창호공사,건설업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,31581,충청남도 아산시 배방읍 고불로 574-2,충청남도 아산시 배방읍 신흥리 259-3,팜스코건설,0448635701,0448635705,farmsco@hanmail.net,farmsco@hanmail.net,"외부온습도센서,풍향센서,풍속센서.일사센서.감우센서,내부온습도센서.CO2센서.지온지습센서,토양EC센서.KT스마트팜소프트웨어",,7,4,1,2,2
71,"시설원예, 축산",주식회사 소하테크,윤득중,20050101,전자기기외,제조업,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,01788,서울특별시 노원구 노원로15길 10,서울특별시 노원구 하계동 250-3 하계테크노타운,A동 403호,029780461,029780463,sale@soha-tech.com,http://www.soha-tech.com/,유니팜-작물관리 시스템,"SH-VT260, SH-NDC, SH-HC 등",16,3,11,2,2
72,"시설원예, 축산",인텐소텍,최정희,20150105,도매 및 소매업,도매 및 소매업,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O,X,14609,경기도 부천시 중동로 166,경기도 부천시 중동 1186 복사골,1709-802,07071191613,0322237865,intenso01@naver.com,,"환경제어기, 환경관리기, 양액기, 관비기",,1,1,0,0,1
73,"시설원예, 축산",주식회사 이젠엔지니어링,강한기,20110808,"지열,폐열, 축열,태양열 냉난방시스템",제조업,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,X,04778,서울특별시 성동구 왕십리로10길 6,서울특별시 성동구 성수동1가 656-439 서울숲비즈포레,"비즈포레 1102, 1103, 1104, 1105호",025615050,025619090,jin9503744@egeneng.com,http://www.egeneng.com/,"냉난방기제어설비, 축열조제어설비","냉난방기, 축열조, 공조기, 항온항습기, 필터, 축열조",20,3,12,5,3
74,"시설원예, 축산",(주)푸르지오산업,김점희,20110512,"금속구조물.창호공사 , 무역, 건물청소및서비스","건설업,도소매,서비스",O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,18530,경기도 화성시 팔탄면 서해로987번길 7,경기도 화성시 팔탄면 지월리 499-4,2층 206호,0313541863,0313541864,swy2904@naver.com,,금속구조물.창호공사,,4,1,2,1,2
75,시설원예,위드그로우,이시형,20210728,"스마트팜기기개발,금속구조물창호공사업,농자재판매","제조업,건설업,도매 및 소매업",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,16977,경기도 용인시 기흥구 강남서로 9,경기도 용인시 기흥구 구갈동 579 아카데미프라자,811호,0312751123,05040641480,withgrowth@nate.com,,"스마트팜 제어 박스 및 센서, ICT연동양액시설, 스마트제어온실",농자재 및 온실,3,1,1,1,3
76,"시설원예, 축산",(주)귿큰,김정환,20170801,전자부품,제조업,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,15853,경기도 군포시 한세로56번길 15,경기도 군포시 당정동 971-1 동화빌딩,2층,15221979,0314271979,goodknceo@gmail.com,www.goodkn.com,ict 융복합 통합 전자 제어장치,,2,1,1,0,2
77,시설원예,주식회사보담,유문관,20220101,금속구조물창호온실공사업,건설업,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,58106,전라남도 화순군 화순읍 은곡길 84-27,전라남도 화순군 화순읍 이십곡리 177-1,주식회사 보담,0625316006,0625316007,bodam6006@daum.net,,양액시설공사,,5,3,0,2,3
78,"시설원예, 축산",고유테크(주),김창남,20220504,"반도체부품, 센서류, 환경제어기, 냉난방기기",제조업,O,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,31251,충청남도 천안시 동남구 수신면 5산단로 222-34,충청남도 천안시 동남구 수신면 신풍리 166-12 (주)세일메카닉스,고유테크(주),0419033789,05040172420,top21ss2003@hanmail.net,,"환경제어기, 자동화기기",,7,2,3,2,2
79,시설원예,대산정보기술(주),정서영,20221007,시스템 소프트웨어 개발 및 공급,정보통신업,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,X,58326,전라남도 나주시 교육길 13,전라남도 나주시 빛가람동 353-1 스마트파크 지식산업센터,"제디동 4-512호(빛가람동, 스마트파크)",07082872588,05042377600,dsit2030@gmail.com,,데이터로거 및 센서,,1,0,1,0,1
80,"시설원예, 축산",(주)더오션,박재영,20220926,그 외 기타 전자 부품 제조업,제조,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,34016,대전광역시 유성구 테크노3로 65,대전광역시 유성구 관평동 1359 한신에스메카,한신에스메카 344호,07082872588,05042377600,rndjyp@gmail.com,,"자료처리장치 및 센서, 감시 프로그램","자료처리장치 및 센서, 감시 프로그램",3,1,1,1,2
81,"시설원예, 축산",(주)신영팜앤에쓰,정명숙,20210727,하우스용구조재,제조업,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,28137,충청북도 청주시 청원구 북이면 충청대로 1257-27,충청북도 청주시 청원구 북이면 내추리 268,(주)신영팜앤에쓰,0432415588,0432415589,jms218718@naver.com,,"복합환경제어기, 양액기","하우스용 구조재, 금속판제품, ",5,3,1,1,2
82,"시설원예, 축산",(주)디케이에코팜,홍의기,20160621,제조업(농업 및 임업용 기타 제조),제조,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,54853,전라북도 전주시 덕진구 반룡로 109,전라북도 전주시 덕진구 팔복동2가 824 테크노빌,"A동 307호312호314호(팔복동2가,테크노빌)",028686811,024236811,ekhong0@naver.com,www.dkecofarm.com,"시설원예복합환경제어컨트롤러, 축산TMR화식사료배합기컨트롤러","영농관리모바일앱, 클라우드 영농관리시스템",14,2,11,1,3
83,시설원예,(주)에너틱스,정진국,20160610,"S/W, H/W, 자동제어개",제조업,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,61173,광주광역시 북구 문화소통로 170,광주광역시 북구 용봉동 17-1 하미스포렉스,"7층, 701호",0622649997,05051825550,enertics@naver.com,www.enertics.co.kr,스마트팜 복합환경제어시스템,,6,2,3,1,4
84,시설원예,(주)컬티랩스,김창근,20180214,"소프트웨어 개발 및 공급, 전자 통신제품","제조업, 서비스업, 도소매",O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,13636,경기도 성남시 분당구 성남대로 69,경기도 성남시 분당구 구미동 153 로드랜드EZ타워,801호,0317143818,0317143817,limseokhwan@cultilabs.com,http://www.cultitomato.com,"환경제어기, 양액제어기, 근권부센서, 지상부센서, 정보통신 기기",,19,4,11,4,3
85,"시설원예, 축산",알앤디컴퍼니,이호승,20220307,전기장비 제조업,제조업,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,35349,대전광역시 서구 도안북로 88,대전광역시 서구 도안동 800 목원대학교,창업진흥센터 O1-412,01074232000,05044712000,rndceo@naver.com,,"환경제어기, 센서류",,2,1,1,0,2
86,시설원예,(주)세종강우,신대윤,20191107,"레이더, 항행용 무선기기 및 측량기구 제조업",제조업,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,34134,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220 충남대학교,충남대학교 산학연교육연구관 별관 314호,0428220363,01040666681,pushindy@gmail.com,http://www.sejongrain.com/,"지능형 강수량 측정시스템, 실시간 환경정보장치",위성영상 분석 SW,5,1,3,1,3
87,"시설원예, 축산",한솔유통,최태주,20000203,"서비스업,정보통신공사업,cctv설치등","도소매,서비스",O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,57344,전라남도 담양군 담양읍 지침1길 11-26,전라남도 담양군 담양읍 지침리 157-16,57344,01050184589,0613834589,dwsam2045@naver.com,,"cctv,발정탐지기.축사선풍기등",,2,1,0,1,2
88,"시설원예, 축산",더팜코리아,조성환,20190827,농업 및 임업용 기계 제조업,제조업,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,X,62243,광주광역시 광산구 하남산단천변우로 50,광주광역시 광산구 도천동 621-21,A동 117호,0629546103,05044126103,cybercsh@naver.com,www.tfkorea.kr,"단순 환경제어기, CCTV, 제어모듈, 복합환경제어기, 유동휀","농축산업용 난방, 온풍기, 농업용 발열선, 식물생장용 LED, 개폐기 제어박스",2,1,1,0,2
89,시설원예,테라웨이브 농업회사법인 주식회사,문영철,20200420,응용 소프트웨어 개발 및 공급업,정보통신업,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,57212,전라남도 장성군 장성읍 봉암로 475-12,전라남도 장성군 장성읍 안평리 698-2,테라웨이브,0613923362,05040333360,mooninsam@naver.com,,센서 및 환경제어 컨트롤러,,3,1,1,1,2
90,"시설원예, 축산",주식회사 바른아이씨티,백준하,20230203,"소프트웨어 개발, 스마트팜 및 자동제어시스템","정보통신업, 제조업",O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,30146,세종특별자치시 한누리대로 1824,세종특별자치시 반곡동 49-13,604-9호,07080988040,05089016111,barrunict@naver.com,,"DB수집장치, ICT시설원예환경제어시스템, 노지스마트팜, 복합환경제어, 축산ICT컨트롤러",,1,1,0,0,1
91,시설원예,주식회사 팜스텍,허정목,20210122,스마트팜건설,건설업/도매업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,37668,경상북도 포항시 남구 지곡로 394,경상북도 포항시 남구 지곡동 601 포항테크노파크,제1벤처동 211호,0542232024,0542232025,farmstec@naver.com,http://farmstec.com,스마트팜온실전문,,6,2,3,1,2
92,"시설원예, 축산",(주)에스엔이노베이션,정영춘,20140109,제조업,전자부품,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,35209,대전광역시 서구 둔산중로 138,대전광역시 서구 둔산동 921 주은오피스텔,602,0422713110,0422713130,dknuri001@naver.com,www.snino.com,무선 쌍방향제어 대형공기순환팬,,3,1,1,1,2
93,"시설원예, 축산",주식회사 큐빅스,김진화,20180531,"소프트웨어 개발, 사물인터넷 개발 외","서비스, 제조, 도소매",O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,10881,경기도 파주시 문발로 115,경기도 파주시 문발동 535-7 세종대학교출판부,407-B호,0319499255,03151712455,hsjang@qubics.kr,www.qubics.kr,"센서모니터링플랫폼,IoT망구성,센서기기(온도,습도,CO2,조도,기상,산소,암모니아,소음,유량,토양EC,NPK,전류,기울기,차압,누수감지,개폐감지,화재감지,수위감지),유량측정및제어",,4,1,3,0,3
94,"시설원예, 축산",(주)씽크하이,최중덕,20180321,무선센서네트워크 및 정보통신기기 개발,제조업,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,17738,경기도 평택시 삼남로 283,경기도 평택시 장안동 5-3 한국복지대학교,한국복지대학교 인학관 창업보육센터 329호,0316629263,0316629264,jdchoi@thinkhigh.co.kr,,복합환경관리 센서 네트워크 하드웨어 및 소프트웨어,"센서, 통신장비, 모니터링 소프트웨어",5,1,3,1,2
95,"시설원예, 축산",(주)와이비즈,정승백,20210214,"기타 무선 통신장비 제조업, 통신/방송장비 및 부품 도매업","제조업, 도매 및 소매업, 정보통신업",O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,06978,서울특별시 동작구 상도로 369,서울특별시 동작구 상도동 511 숭실대학교,창신관 113호,028531112,0269248422,ys.jeong@inpro.co.kr,https://whybiz.net,"화수분, 영상승가, 육계저울, 목걸이혈 발정탐지기",,7,1,5,1,2
96,"시설원예, 축산",주식회사 청운이앤지,남호영,20151231,기계제조(냉동장비)농업및 임업용 기계제조업,제조업,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,41400,대구광역시 북구 관음로 300,대구광역시 북구 읍내동 315-1,청운이엔지,0549740116,0549750116,cweng0108@naver.com,www.청운.com,"냉난방기기,건조기,공조기,항온항습기,원격제어","냉난방기기,건조기,공조기, 항온항습기,원격제어",2,1,0,1,2
97,시설원예,재원파워텍(주),조시덕,20180511,"전기공사,조명제조,빌딩자동제어,계장제어,태양광발전장치 등","건설,제조",O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,44252,울산광역시 북구 효산1길 52,울산광역시 북구 효문동 1046,3층,0522868804,0529700222,jewoneng78@hanmail.net,,스마트팜 전용 생장촉진 조명등기구,스마트팜 전용 생장촉진 조명등기구,3,1,1,1,2
98,"시설원예, 축산",(주)건호정보통신,이효상,20010701,통신설비공사,건설,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,38662,경상북도 경산시 펜타힐즈로 74,경상북도 경산시 중산동 632,힐즈스퀘어1차 508호,0539652121,0539652123,gunho2121@hanmail.net,,정보통신공사 전문,,32,6,24,2,5
99,"시설원예, 축산",엔컴정보통신,오미선,20221027,정보통신공사업,건설업,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,36135,경상북도 영주시 대동로34번길 23-12,경상북도 영주시 가흥동 1839,"3호, 엔컴정보통신",05418007984,05041720984,ncom0984@nate.com,,정보통신공사 전문,"cctv장비, 네트윅장비, ict장비 총괄",4,2,1,1,2
100,"시설원예, 축산",주식회사 제이에스지테크,박혜경,20131113,벙송장비및CCTV,제조업,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,08501,서울특별시 금천구 가산디지털2로 184,서울특별시 금천구 가산동 481-10 벽산/경인디지털밸리2,409호,028652100,028654200,slee321@jsgtech.co.kr,www.jsgtech.co.kr,"CCTV, NVR, 지능형영상분석S/W",원격전원관리시스템,7,2,3,2,3
101,"시설원예, 축산",주식회사 엠지티,이선종,20060515,"정보통신, 전기공사, 소프트웨어개발","건설, 제조, 도소매업, 통신업",O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,30083,세종특별자치시 금남면 용포로 97-6,세종특별자치시 금남면 용포리 197,(용포리),01044205639,0424770666,mghtel@hanmail.net,,정보통신공사 전문,,20,3,14,3,6
102,시설원예,(주)케이팜이노텍,정원수,20200610,"금속구조물,창호,온실공사업/ICT기자재,농자재,농기계","건설업, 제조업, 도매 및 소매업",O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,39681,경상북도 김천시 감천면 금감로 1572,경상북도 김천시 감천면 광기리 673,주식회사 케이팜이노텍,0544358930,0544378930,kfarm3367@gmail.com,,"환경제어기, 환경관리기, 각종 센서류","양액공급기, 관비기, 자동개폐기, 환풍기(유동, 배기팬포함), 각종콘트롤러, 딸기배양토, 절전형탄소발열관 외",2,1,0,1,2
